title,location,year,odometer,price,link
2020 Toyota RAV4,"Christchurch, Canterbury",2020,"47,708km 2500cc, Petrol, Automatic","$33,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4773072854?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2018 Toyota RAV4,NA                  ,2018,"58,266km 2494cc, Petrol, Automatic","$26,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4772950851?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"36,500km 2487cc, Hybrid, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4772629548?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2023 Toyota RAV4,"Auckland, Auckland  ",2023,"NZ New, Face-lift, low kms","$36,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4772618607?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2022 Toyota RAV4,"Papakura, Auckland  ",2022,"49,157km","$35,888",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4773160813?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2021 Toyota RAV4,"Auckland City, Auckland",2021,"41,778km 2487cc, Hybrid, Automatic","$44,000",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4771659851?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2023 Toyota RAV4,"Auckland City, Auckland",2023,"12,000km 2487cc, Hybrid, Automatic",,https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4771622587?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"53,473km 2500cc, Hybrid, Automatic","$38,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4771112270?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2023 Toyota RAV4,"Auckland, Auckland  ",2023,"15,202km 1986cc, Petrol, Automatic","$36,490",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4771085035?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2022 Toyota RAV4,"Auckland, Auckland  ",2022,"60,827km 1986cc, Petrol, Automatic","$31,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4770724275?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"32,700km 2487cc, Hybrid, Automatic","$49,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4769058708?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2021 Toyota RAV4,NA                  ,2021,"60,000km 2487cc, Hybrid, Automatic","$44,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4767525689?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2020 Toyota RAV4,NA                  ,2020,"63,750km 2500cc, Hybrid, Automatic","$37,950",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4767467666?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2020 Toyota RAV4,"Wellington City, Wellington",2020,"48,000km 2487cc, Hybrid, Automatic","$47,000",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4762777197?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"50,742km 2500cc, Hybrid, Automatic","$35,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4761426845?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"75,569km 2500cc, Hybrid, Automatic","$40,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4761412349?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"45,948km 2500cc, Hybrid, Automatic","$37,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4761412315?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2019 Toyota RAV4,"Auckland, Auckland  ",3000,"53,000km 2487cc, Hybrid, Automatic","$44,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4770930329?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"21,066km 2500cc, Hybrid, Tiptronic","$37,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4759800335?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2024 Toyota RAV4,"Auckland, Auckland  ",2024,"2,100km 2487cc, Hybrid, Automatic","$61,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4759387790?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2022 Toyota RAV4,"Christchurch, Canterbury",2022,"20,554km 2500cc, Hybrid, Tiptronic","$50,989",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4758021185?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2021 Toyota RAV4,"Christchurch, Canterbury",2021,"33,250km 2487cc, Hybrid, Automatic","$53,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757904349?rsqid=9d0cf20857e7434996ce7bd34924156f-001
2021 Toyota RAV4,"Christchurch, Canterbury",2021,"38,700km 2487cc, Hybrid, Automatic","$50,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757902002?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2020 Toyota RAV4,"Waitakere, Auckland ",2020,"69,200km 2487cc, Hybrid, Automatic","$39,980",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4756042939?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"65,685km 2500cc, Hybrid, Automatic","$34,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4755786245?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2023 Toyota RAV4,NA                  ,2023,"25,035km 2487cc, Hybrid, Automatic","$44,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4755682274?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2020 Toyota RAV4,NA                  ,2020,"48,110km 2487cc, Hybrid, Automatic","$48,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4754640077?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2021 Toyota RAV4,"Upper Hutt City, Wellington",2021,"64,500km 2487cc, Hybrid, Automatic","$47,500",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4754569776?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2024 Toyota RAV4,NA                  ,2024,"40km 2487cc, Hybrid, Automatic","$49,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4754153591?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2021 Toyota RAV4,"Christchurch, Canterbury",2021,"31,800km 2487cc, Hybrid, Automatic","$41,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4752836837?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2020 Toyota RAV4,NA                  ,2020,"77,445km 2487cc, Hybrid, Automatic","$35,988",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4751427154?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2020 Toyota RAV4,"Christchurch, Canterbury",2020,"61,358km 2487cc, Hybrid, Automatic","$47,790",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4750064457?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2023 Toyota RAV4,"Auckland, Auckland  ",2023,"17,400km 2487cc, Hybrid, Automatic","$44,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4749857184?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2020 Toyota RAV4,NA                  ,2020,"74,463km 2500cc, Hybrid, Automatic","$34,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4748093643?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"40,185km 2487cc, Hybrid, Automatic","$33,984",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757595548?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"41,799km 2487cc, Petrol, Automatic","$36,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4747896312?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"78,163km 2500cc, Hybrid, Automatic","$39,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4745612610?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2020 Toyota RAV4,NA                  ,2020,"71,381km 2487cc, Petrol, Automatic","$41,000",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4745044741?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2021 Toyota RAV4,"Christchurch City, Canterbury",2021,"23,000km 2487cc, Hybrid, Automatic",,https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4743308250?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2021 Toyota RAV4,"Porirua, Wellington ",2021,"42,040km 2487cc, Hybrid, Automatic","$47,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4742723100?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2022 Toyota RAV4,NA                  ,2022,"4,650km 2487cc, Hybrid, Automatic","$68,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4736617339?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"50,877km 2500cc, Hybrid, Automatic","$40,390",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4734619413?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2022 Toyota RAV4,NA                  ,2022,"36,041km 1987cc, Petrol, Automatic","$35,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4734505563?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"78,370km 2500cc, Hybrid, Automatic","$34,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4732696049?rsqid=b47a5bcdaf014512b0b3ef95c993d957-001
2022 Toyota RAV4,NA                  ,2022,"34,300km 2487cc, Petrol, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4731279466?rsqid=a065fcee505540d4bb88664c52bcff08-001
2020 Toyota RAV4,Auckland            ,2020,"37,700km 2500cc, Hybrid, Automatic","$38,490",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4729872500?rsqid=a065fcee505540d4bb88664c52bcff08-001
2019 Toyota RAV4,NA                  ,2019,"76,128km 2487cc, Hybrid, Automatic","$41,988",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4725035120?rsqid=a065fcee505540d4bb88664c52bcff08-001
2022 Toyota RAV4,NA                  ,2022,"31,600km 2487cc, Petrol, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4732858590?rsqid=a065fcee505540d4bb88664c52bcff08-001
2022 Toyota RAV4,NA                  ,2022,"34,300km 2487cc, Petrol, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4723237557?rsqid=a065fcee505540d4bb88664c52bcff08-001
2023 Toyota RAV4,NA                  ,2023,"28,032km 1987cc, Petrol, Automatic","$36,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4723235267?rsqid=a065fcee505540d4bb88664c52bcff08-001
2023 Toyota RAV4,NA                  ,2023,"25,925km 1987cc, Petrol, Automatic","$36,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4723235210?rsqid=a065fcee505540d4bb88664c52bcff08-001
2020 Toyota RAV4,NA                  ,2020,"47,925km 2487cc, Hybrid, Automatic","$42,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4749853526?rsqid=a065fcee505540d4bb88664c52bcff08-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"32,830km 2487cc, Hybrid, Automatic","$45,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757917215?rsqid=a065fcee505540d4bb88664c52bcff08-001
2019 Toyota RAV4,NA                  ,2019,"52,462km 2487cc, Hybrid, Automatic","$36,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4721119271?rsqid=a065fcee505540d4bb88664c52bcff08-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"46,719km 2487cc, Hybrid, Automatic","$42,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4719824410?rsqid=a065fcee505540d4bb88664c52bcff08-001
2020 Toyota RAV4,NA                  ,2020,"75,000km 2487cc, Hybrid, Automatic","$37,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4719757320?rsqid=a065fcee505540d4bb88664c52bcff08-001
2019 Toyota RAV4,"Henderson, Auckland ",2019,"40,000km 2487cc, Hybrid, Automatic","$40,500",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4718269798?rsqid=a065fcee505540d4bb88664c52bcff08-001
2024 Toyota RAV4,"Auckland, Auckland  ",2024,"1,816km 2487cc, Hybrid, Automatic","$61,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4715486670?rsqid=a065fcee505540d4bb88664c52bcff08-001
2022 Toyota RAV4,NA                  ,2022,"35,000km 2487cc, Petrol, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4715144394?rsqid=a065fcee505540d4bb88664c52bcff08-001
2021 Toyota RAV4,"Christchurch City, Canterbury",2021,"25,795km 2487cc, Hybrid, Automatic","$43,000",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4714621030?rsqid=a065fcee505540d4bb88664c52bcff08-001
2020 Toyota RAV4,NA                  ,2020,"25,954km 2487cc, Hybrid, Automatic","$44,998",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4713402054?rsqid=a065fcee505540d4bb88664c52bcff08-001
2021 Toyota RAV4,"Christchurch, Canterbury",2021,"23,835km 2487cc, Hybrid, Automatic","$45,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757918496?rsqid=a065fcee505540d4bb88664c52bcff08-001
2022 Toyota RAV4,NA                  ,2022,"48,500km 2487cc, Petrol, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4709724261?rsqid=a065fcee505540d4bb88664c52bcff08-001
2019 Toyota RAV4,"Christchurch, Canterbury",2019,"73,947km 2500cc, Hybrid, Automatic","$34,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4709518147?rsqid=a065fcee505540d4bb88664c52bcff08-001
2022 Toyota RAV4,NA                  ,2022,"34,787km 2487cc, Petrol, Automatic","$40,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4721315678?rsqid=a065fcee505540d4bb88664c52bcff08-001
2020 Toyota RAV4,"Lower Hutt, Wellington",2020,"42,300km 2487cc, Hybrid, Automatic","$38,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4704916226?rsqid=a065fcee505540d4bb88664c52bcff08-001
2023 Toyota RAV4,NA                  ,2023,"4,900km 2487cc, Hybrid, Automatic","$53,888",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4699627394?rsqid=1087e75b39724d6bbc295db8a2820149-001
2022 Toyota RAV4,NA                  ,2022,"27,308km 2487cc, Hybrid, Automatic","$52,980",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4704752397?rsqid=1087e75b39724d6bbc295db8a2820149-001
2023 Toyota RAV4,"Auckland, Auckland  ",2023,"2,330km 2487cc, Petrol, Automatic","$49,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4698109054?rsqid=1087e75b39724d6bbc295db8a2820149-001
2023 Toyota RAV4,"Auckland City, Auckland",2023,"9,789km 2487cc, Hybrid, Automatic","$57,000",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4690605760?rsqid=1087e75b39724d6bbc295db8a2820149-001
2023 Toyota RAV4,NA                  ,2023,"24,939km 1986cc, Petrol, Automatic","$35,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4690172883?rsqid=1087e75b39724d6bbc295db8a2820149-001
2022 Toyota RAV4,"Christchurch, Canterbury",2022,"44,250km 2487cc, Petrol, Automatic","$39,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757922265?rsqid=1087e75b39724d6bbc295db8a2820149-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"20,521km 2487cc, Hybrid, Automatic","$65,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4736495181?rsqid=1087e75b39724d6bbc295db8a2820149-001
2020 Toyota RAV4,NA                  ,2020,"50,690km 2487cc, Hybrid, Automatic","$39,980",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4680824521?rsqid=1087e75b39724d6bbc295db8a2820149-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"13,900km 2487cc, Hybrid, Automatic","$65,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4680444404?rsqid=1087e75b39724d6bbc295db8a2820149-001
2020 Toyota RAV4,"Christchurch City, Canterbury",2020,"67,200km 2487cc, Hybrid, Automatic","$44,250",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4728811473?rsqid=1087e75b39724d6bbc295db8a2820149-001
2019 Toyota RAV4,NA                  ,2019,"63,835km 2500cc, Hybrid, Automatic","$35,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4677360127?rsqid=1087e75b39724d6bbc295db8a2820149-001
2022 Toyota RAV4,NA                  ,2022,"40,773km 1986cc, Petrol, Automatic","$34,988",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4677045058?rsqid=1087e75b39724d6bbc295db8a2820149-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"35,000km 2487cc, Hybrid, Automatic","$61,800",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4676828946?rsqid=1087e75b39724d6bbc295db8a2820149-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"60,045km 2500cc, Alternative, Automatic","$36,790",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4674125159?rsqid=1087e75b39724d6bbc295db8a2820149-001
2022 Toyota RAV4,"Auckland, Auckland  ",2022,"48,297km 1986cc, Petrol, Automatic","$33,888",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4673365362?rsqid=1087e75b39724d6bbc295db8a2820149-001
2022 Toyota RAV4,"Christchurch, Canterbury",2022,"37,263km 2487cc, Hybrid, Automatic","$55,470",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4670639946?rsqid=1087e75b39724d6bbc295db8a2820149-001
2022 Toyota RAV4,"Christchurch, Canterbury",2022,"29,205km 2487cc, Hybrid, Automatic","$54,740",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4669578430?rsqid=1087e75b39724d6bbc295db8a2820149-001
2021 Toyota RAV4,NA                  ,2021,"23,940km 2487cc, Hybrid, Automatic","$58,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4664405428?rsqid=1087e75b39724d6bbc295db8a2820149-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"Towbar, NZ New, Low kms, Balance of NZ Warranty!!!","$44,500",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4690143438?rsqid=1087e75b39724d6bbc295db8a2820149-001
2020 Toyota RAV4,NA                  ,2020,"48,263km 2487cc, Hybrid, Automatic","$40,500",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4658218108?rsqid=1087e75b39724d6bbc295db8a2820149-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"54,192km 2187cc, Hybrid, Automatic","$43,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4656741810?rsqid=1087e75b39724d6bbc295db8a2820149-001
2020 Toyota RAV4,NA                  ,2020,"20,630km 1986cc, Petrol, Automatic","$38,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4652731229?rsqid=1087e75b39724d6bbc295db8a2820149-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"18,314km 2487cc, Hybrid, Automatic","$45,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4652591423?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,"Christchurch, Canterbury",2021,"40,480km 2487cc, Hybrid, Automatic","$53,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757912147?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,"Christchurch, Canterbury",2021,"3,700km 2487cc, Hybrid, Automatic","$63,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4757914358?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2019 Toyota RAV4,NA                  ,2019,"56,000km 2487cc, Hybrid, Automatic","$44,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4647264756?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2020 Toyota RAV4,"Christchurch, Canterbury",2020,"30,500km 2487cc, Hybrid, Automatic","$47,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4640907230?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2019 Toyota RAV4,NA                  ,2019,"53,000km 2487cc, Petrol, Automatic","$38,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4633810818?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2024 Toyota RAV4,"Auckland, Auckland  ",2024,"4,500km 2487cc, Hybrid, Automatic","$51,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4631702046?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"65,450km 2500cc, Petrol, Automatic","$32,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4625257084?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,NA                  ,2021,"37,853km 2487cc, Petrol, Automatic","$39,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4623962593?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2020 Toyota RAV4,NA                  ,2020,"41,100km 2487cc, Hybrid, Automatic","$49,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4623529367?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2019 Toyota RAV4,"Auckland, Auckland  ",2019,"37,184km 1987cc, Petrol, Automatic","$32,800",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4620256136?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"NZ New, Low kms, Balance of NZ Warranty!!!","$49,950",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4750100433?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,NA                  ,2021,"73,064km 2487cc, Hybrid, Automatic","$37,980",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4599373494?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2019 Toyota RAV4,NA                  ,2019,"42,346km 2487cc, Hybrid, Automatic","$49,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4562370087?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"67,892km 2487cc, Hybrid, Automatic","$38,500",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4548714299?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"8,999km 2487cc, Hybrid, Automatic","$62,800",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4544248690?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"12,708km 2487cc, Hybrid, Automatic","$63,650",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4731261552?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2022 Toyota RAV4,"Auckland, Auckland  ",2022,"40,179km 2487cc, Petrol, Automatic","$38,900",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4522036959?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2022 Toyota RAV4,NA                  ,2022,"28,980km 1986cc, Petrol, Automatic","$37,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4505943485?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2022 Toyota RAV4,NA                  ,2022,"25,179km 2487cc, Petrol, Automatic","$44,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4431154555?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2019 Toyota RAV4,NA                  ,2019,"47,630km 2000cc, Petrol, Automatic","$35,984",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4300267781?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2020 Toyota RAV4,NA                  ,2020,"20,000km 2487cc, Petrol, Automatic","$41,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4267425112?rsqid=e34048e74e484b189b2a6d7ef83f7ac9-001
2021 Toyota RAV4,NA                  ,2021,"6,500km 2487cc, Hybrid, Automatic","$69,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4245137404?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2020 Toyota RAV4,"Christchurch, Canterbury",2020,"60,170km 2500cc, Hybrid, Automatic","$38,950",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4411008435?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2020 Toyota RAV4,"Auckland, Auckland  ",2020,"61,098km 2487cc, Hybrid, Automatic","$35,655",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4776325519?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2021 Toyota RAV4,"Auckland, Auckland  ",2021,"59,856km 2487cc, Hybrid, Automatic","$36,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4776075495?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2019 Toyota RAV4,NA                  ,2019,"44,081km 2487cc, Petrol, Automatic","$34,995",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4773187867?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2022 Toyota RAV4,NA                  ,2022,"25,256km 2487cc, Petrol, Automatic","$40,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4773187862?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2022 Toyota RAV4,NA                  ,2022,"41,961km 1986cc, Petrol, Automatic","$33,990",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4773090360?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2020 Toyota RAV4,"Christchurch, Canterbury",2020,"27,236km 1986cc, Petrol, Automatic","$33,950",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4773039700?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
2020 Toyota RAV4,"Porirua, Wellington ",2020,"66,048km 2487cc, Hybrid, Automatic","$34,355",https://www.trademe.co.nz/a/motors/cars/toyota/rav4/listing/4772856960?rsqid=1bc1f908af9e4268a54a99fbd8fef181-001
