title,location,year,odometer,price,link
2019 Honda CR-V,"North Shore, Auckland",2019,"48,100km","$35,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4770724413?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2020 Honda CR-V,NA                  ,2020,"60,238km","$35,990",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4769391882?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2020 Honda CR-V,"Newmarket, Auckland ",2020,"58,282km","$27,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4763313154?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2024 Honda CR-V,"Christchurch, Canterbury",2024,"3,223km","$64,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4761635389?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2019 Honda CR-V,"North Shore, Auckland",2019,"58,100km","$29,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4767129753?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2023 Honda CR-V,"North Shore, Auckland",2023,"17,000km","$42,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4759708248?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2022 Honda CR-V,"North Shore, Auckland",2022,"26,500km","$40,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4759365088?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2021 Honda CR-V,NA                  ,2021,"24,800km","$42,600",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4757371061?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2020 Honda CR-V,"North Shore, Auckland",2020,"23,000km","$37,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4757286835?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2022 Honda CR-V,"North Shore, Auckland",2022,"15,400km","$47,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4757286834?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2020 Honda CR-V,"North Shore, Auckland",2020,"36,000km","$37,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4757276408?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2020 Honda CR-V,NA                  ,2020,"50,151km","$27,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4754760135?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2021 Honda CR-V,NA                  ,2021,"45,600km","$35,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4746004017?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2019 Honda CR-V,NA                  ,2019,"59,969km","$29,990",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4738299370?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2024 Honda CR-V,"Newmarket, Auckland ",2024,16km,"$52,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4729952171?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2024 Honda CR-V,NA                  ,2024,"1,111km","$52,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4725015454?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2022 Honda CR-V,"Newmarket, Auckland ",2022,"34,658km","$43,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4719799085?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2021 Honda CR-V,"Newmarket, Auckland ",2021,"20,646km","$40,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4718540039?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2018 Honda CR-V,"Newmarket, Auckland ",2018,"52,399km","$34,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4718540038?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2021 Honda CR-V,"Newmarket, Auckland ",2021,"14,011km","$41,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4718540037?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2021 Honda CR-V,NA                  ,2021,"9,500km","$34,990",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4713381696?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2022 Honda CR-V,"Manukau City, Auckland",2022,"26,500km","$38,800",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4711477330?rsqid=2131c96bab5d42f4a9e3f0322a145448-001
2019 Honda CR-V,"Wellington, Wellington",2019,"15,709km","$36,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4711474251?rsqid=63654952d7a7499fa73632411b9e4764-001
2018 Honda CR-V,"Newmarket, Auckland ",2018,"28,113km","$35,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4713592812?rsqid=63654952d7a7499fa73632411b9e4764-001
2019 Honda CR-V,"Newmarket, Auckland ",2019,"23,699km","$34,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4703659247?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,"Auckland City, Auckland",2021,"77,700km","$28,000",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4759033394?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,NA                  ,2021,"48,500km","$33,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4690465931?rsqid=63654952d7a7499fa73632411b9e4764-001
2018 Honda CR-V,"Auckland, Auckland  ",2018,"61,150km","$36,880",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4675558674?rsqid=63654952d7a7499fa73632411b9e4764-001
2019 Honda CR-V,"Wellington, Wellington",2019,"28,240km","$35,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4675280831?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,"Mt Wellington, Auckland",2021,"8,394km","$47,874",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4671549998?rsqid=63654952d7a7499fa73632411b9e4764-001
2018 Honda CR-V,"North Shore, Auckland",2018,"37,700km","$33,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4654051628?rsqid=63654952d7a7499fa73632411b9e4764-001
2022 Honda CR-V,"North Shore, Auckland",2022,"8,200km","$43,888",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4654051626?rsqid=63654952d7a7499fa73632411b9e4764-001
2023 Honda CR-V,"North Shore, Auckland",2023,"6,800km","$64,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4652387021?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,NA                  ,2021,"36,371km","$35,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4771189071?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,"Wellington, Wellington",2021,One owner! Low km's! Honda Service history!,"$39,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4640944663?rsqid=63654952d7a7499fa73632411b9e4764-001
2023 Honda CR-V,"Wellington, Wellington",2023,2023! Low km's! All wheel drive!,"$36,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4640944433?rsqid=63654952d7a7499fa73632411b9e4764-001
2020 Honda CR-V,"Wellington, Wellington",2020,"39,224km","$32,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4636976756?rsqid=63654952d7a7499fa73632411b9e4764-001
2022 Honda CR-V,"Auckland, Auckland  ",2022,"25,400km","$42,980",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4722561952?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,"Wellington, Wellington",2021,"24,666km","$36,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4529600359?rsqid=63654952d7a7499fa73632411b9e4764-001
2022 Honda CR-V,NA                  ,2022,"15,671km","$43,500",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4520294929?rsqid=63654952d7a7499fa73632411b9e4764-001
2022 Honda CR-V,"North Shore, Auckland",2022,"2,300km","$43,900",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4300089995?rsqid=63654952d7a7499fa73632411b9e4764-001
2020 Honda CR-V,"Christchurch City, Canterbury",2020,"25,330km 1498cc, Petrol, Automatic","$25,500",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4774865232?rsqid=63654952d7a7499fa73632411b9e4764-001
2021 Honda CR-V,NA                  ,2021,"17,000km 1498cc, Petrol, Automatic","$42,990",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4767467941?rsqid=63654952d7a7499fa73632411b9e4764-001
2023 Honda CR-V,NA                  ,2023,"6,177km 1496cc, Petrol, Automatic","$44,990",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4766121417?rsqid=63654952d7a7499fa73632411b9e4764-001
2020 Honda CR-V,NA                  ,2020,"72,136km 1500cc, Petrol, Automatic","$28,490",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4765958032?rsqid=90e85f2dc30a4b73b155b34320121770-001
2022 Honda CR-V,"Wellington, Wellington",2022,One owner! Low km's! 3 year warranty!,"$37,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4757820583?rsqid=90e85f2dc30a4b73b155b34320121770-001
2018 Honda CR-V,"Lower Hutt, Wellington",2018,"79,968km 1498cc, Petrol, Automatic","$29,995",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4750134769?rsqid=90e85f2dc30a4b73b155b34320121770-001
2021 Honda CR-V,"Christchurch, Canterbury",2021,"26,041km 1498cc, Petrol, Automatic","$34,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4750100733?rsqid=90e85f2dc30a4b73b155b34320121770-001
2020 Honda CR-V,NA                  ,2020,"36,400km 1498cc, Petrol, Automatic","$31,950",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4747915704?rsqid=90e85f2dc30a4b73b155b34320121770-001
2023 Honda CR-V,NA                  ,2023,"1,448km 1500cc, Petrol, Automatic","$44,990",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4747612683?rsqid=90e85f2dc30a4b73b155b34320121770-001
2018 Honda CR-V,"Auckland City, Auckland",2018,"65,766km 1498cc, Petrol, Automatic","$25,995",https://www.trademe.co.nz/a/motors/cars/honda/cr-v/listing/4742540525?rsqid=90e85f2dc30a4b73b155b34320121770-001
